timestamp,size,variant,method,alpha,model_path,test_acc,train_file,test_file,epochs,batch,val_split
2025-10-19_00-46-14,4_full,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.4__2025-10-19_00-46-14.keras,0.768348623853211,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,5,256,0.1
2025-10-19_00-47-00,4_full,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.5__2025-10-19_00-47-00.keras,0.7614678899082569,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-47-39,4_full,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.1__2025-10-19_00-47-39.keras,0.7924311926605505,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_00-48-18,4_full,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.2__2025-10-19_00-48-18.keras,0.7844036697247706,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_00-49-05,4_full,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.3__2025-10-19_00-49-05.keras,0.8096330275229358,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-49-56,4_full,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.4__2025-10-19_00-49-56.keras,0.7947247706422018,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-50-47,4_full,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.5__2025-10-19_00-50-47.keras,0.7993119266055045,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-51-30,4_full,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rd_a0.1__2025-10-19_00-51-30.keras,0.783256880733945,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-52-26,4_full,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rd_a0.2__2025-10-19_00-52-26.keras,0.7557339449541285,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_00-53-12,4_full,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rd_a0.3__2025-10-19_00-53-12.keras,0.7637614678899083,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-53-59,4_full,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rd_a0.4__2025-10-19_00-53-59.keras,0.7603211009174312,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-54-49,4_full,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rd_a0.5__2025-10-19_00-54-49.keras,0.7637614678899083,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-55-36,4_full,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rs_a0.1__2025-10-19_00-55-36.keras,0.7729357798165137,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-56-29,4_full,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rs_a0.2__2025-10-19_00-56-29.keras,0.7993119266055045,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_00-57-15,4_full,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rs_a0.3__2025-10-19_00-57-15.keras,0.7809633027522935,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-58-02,4_full,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rs_a0.4__2025-10-19_00-58-02.keras,0.7786697247706422,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-58-41,4_full,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-rs_a0.5__2025-10-19_00-58-41.keras,0.7889908256880734,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_01-02-10,1_tiny,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__baseline__2025-10-19_01-02-10.keras,0.716743119266055,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-02-24,1_tiny,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.1__2025-10-19_01-02-24.keras,0.7041284403669725,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,15,256,0.1
2025-10-19_01-02-37,1_tiny,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.3__2025-10-19_01-02-37.keras,0.7282110091743119,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-02-51,1_tiny,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.1__2025-10-19_01-02-51.keras,0.7270642201834863,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_01-03-05,1_tiny,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.3__2025-10-19_01-03-05.keras,0.7511467889908257,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,14,256,0.1
2025-10-19_01-04-54,1_tiny,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__baseline__2025-10-19_01-04-54.keras,0.7385321100917431,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-05-08,1_tiny,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.1__2025-10-19_01-05-08.keras,0.7144495412844036,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,14,256,0.1
2025-10-19_01-05-21,1_tiny,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.2__2025-10-19_01-05-21.keras,0.7213302752293578,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_01-05-35,1_tiny,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.3__2025-10-19_01-05-35.keras,0.7121559633027523,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_01-05-48,1_tiny,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.4__2025-10-19_01-05-48.keras,0.7224770642201835,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_01-06-01,1_tiny,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-sr_a0.5__2025-10-19_01-06-01.keras,0.7110091743119266,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_01-06-16,1_tiny,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.1__2025-10-19_01-06-16.keras,0.7305045871559633,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,16,256,0.1
2025-10-19_01-06-29,1_tiny,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.2__2025-10-19_01-06-29.keras,0.7201834862385321,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-06-44,1_tiny,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.3__2025-10-19_01-06-44.keras,0.7396788990825688,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-06-56,1_tiny,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.4__2025-10-19_01-06-56.keras,0.7488532110091743,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-07-09,1_tiny,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-ri_a0.5__2025-10-19_01-07-09.keras,0.7339449541284404,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_01-07-22,1_tiny,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rd_a0.1__2025-10-19_01-07-22.keras,0.7408256880733946,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_01-07-35,1_tiny,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rd_a0.2__2025-10-19_01-07-35.keras,0.7144495412844036,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-07-48,1_tiny,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rd_a0.3__2025-10-19_01-07-48.keras,0.7431192660550459,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-08-01,1_tiny,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rd_a0.4__2025-10-19_01-08-01.keras,0.6926605504587156,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-08-12,1_tiny,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rd_a0.5__2025-10-19_01-08-12.keras,0.7144495412844036,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_01-08-25,1_tiny,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rs_a0.1__2025-10-19_01-08-25.keras,0.7396788990825688,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-08-38,1_tiny,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rs_a0.2__2025-10-19_01-08-38.keras,0.7339449541284404,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-08-51,1_tiny,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rs_a0.3__2025-10-19_01-08-51.keras,0.7373853211009175,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_01-09-03,1_tiny,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rs_a0.4__2025-10-19_01-09-03.keras,0.75,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-09-16,1_tiny,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__lstm__eda-rs_a0.5__2025-10-19_01-09-16.keras,0.7396788990825688,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_01-09-28,2_small,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__baseline__2025-10-19_01-09-28.keras,0.7534403669724771,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-09-50,2_small,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-sr_a0.1__2025-10-19_01-09-50.keras,0.7591743119266054,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-10-13,2_small,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-sr_a0.2__2025-10-19_01-10-13.keras,0.7362385321100917,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-10-35,2_small,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-sr_a0.3__2025-10-19_01-10-35.keras,0.7465596330275229,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-10-54,2_small,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-sr_a0.4__2025-10-19_01-10-54.keras,0.7408256880733946,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-11-14,2_small,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-sr_a0.5__2025-10-19_01-11-14.keras,0.7454128440366973,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-11-34,2_small,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-ri_a0.1__2025-10-19_01-11-34.keras,0.7408256880733946,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-11-56,2_small,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-ri_a0.2__2025-10-19_01-11-56.keras,0.7660550458715596,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-12-17,2_small,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-ri_a0.3__2025-10-19_01-12-17.keras,0.7706422018348624,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-12-37,2_small,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-ri_a0.4__2025-10-19_01-12-37.keras,0.7763761467889908,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-12-58,2_small,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-ri_a0.5__2025-10-19_01-12-58.keras,0.7637614678899083,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-13-21,2_small,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rd_a0.1__2025-10-19_01-13-21.keras,0.7465596330275229,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-13-43,2_small,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rd_a0.2__2025-10-19_01-13-43.keras,0.7454128440366973,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-14-02,2_small,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rd_a0.3__2025-10-19_01-14-02.keras,0.7614678899082569,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-14-21,2_small,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rd_a0.4__2025-10-19_01-14-21.keras,0.7488532110091743,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-14-39,2_small,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rd_a0.5__2025-10-19_01-14-39.keras,0.7431192660550459,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_01-15-01,2_small,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rs_a0.1__2025-10-19_01-15-01.keras,0.7626146788990825,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-15-22,2_small,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rs_a0.2__2025-10-19_01-15-22.keras,0.7568807339449541,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-15-43,2_small,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rs_a0.3__2025-10-19_01-15-43.keras,0.7809633027522935,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-16-03,2_small,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rs_a0.4__2025-10-19_01-16-03.keras,0.7580275229357798,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-16-24,2_small,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__lstm__eda-rs_a0.5__2025-10-19_01-16-24.keras,0.7477064220183486,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-16-38,3_standard,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__baseline__2025-10-19_01-16-38.keras,0.7970183486238532,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-17-10,3_standard,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-sr_a0.1__2025-10-19_01-17-10.keras,0.768348623853211,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-17-38,3_standard,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-sr_a0.2__2025-10-19_01-17-38.keras,0.7580275229357798,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-18-05,3_standard,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-sr_a0.3__2025-10-19_01-18-05.keras,0.7511467889908257,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-18-33,3_standard,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-sr_a0.4__2025-10-19_01-18-33.keras,0.7431192660550459,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-18-59,3_standard,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-sr_a0.5__2025-10-19_01-18-59.keras,0.7614678899082569,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-19-28,3_standard,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-ri_a0.1__2025-10-19_01-19-28.keras,0.7970183486238532,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-19-56,3_standard,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-ri_a0.2__2025-10-19_01-19-56.keras,0.7912844036697247,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-20-25,3_standard,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__lstm__eda-ri_a0.3__2025-10-19_01-20-24.keras,0.783256880733945,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
