timestamp,size,method,alpha,num_aug,input,output,seconds
2025-10-18T22:56:15.933565,4_full,ri,0.4,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.4.txt,41.27
2025-10-18T22:57:07.320538,4_full,ri,0.5,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.5.txt,51.38
2025-10-18T22:57:11.268796,4_full,rd,0.05,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.05.txt,3.94
2025-10-18T22:57:15.143557,4_full,rd,0.1,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.1.txt,3.87
2025-10-18T22:57:20.852597,4_full,rd,0.2,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.2.txt,5.7
2025-10-18T22:57:24.399905,4_full,rd,0.3,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.3.txt,3.54
2025-10-18T22:57:27.804514,4_full,rd,0.4,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.4.txt,3.4
2025-10-18T22:57:31.148553,4_full,rd,0.5,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.5.txt,3.34
2025-10-18T22:57:36.799107,4_full,rs,0.05,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.05.txt,5.65
2025-10-18T22:57:40.827762,4_full,rs,0.1,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.1.txt,4.02
2025-10-18T22:57:45.242075,4_full,rs,0.2,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.2.txt,4.41
2025-10-18T22:57:51.242769,4_full,rs,0.3,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.3.txt,6.0
2025-10-18T22:57:57.448894,4_full,rs,0.4,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.4.txt,6.2
2025-10-18T22:58:05.201186,4_full,rs,0.5,8,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.5.txt,7.74
